Timestamp,relativeTime,RPM,IsTestRunning
17:32:16,00:00,1230,false
17:32:17,00:01,1230,false
17:32:18,00:02,1200,true
17:32:19,00:03,1200,true
17:32:20,00:04,1140,true
17:32:21,00:05,1140,true
17:32:22,00:06,1140,true
